Ti S_Ti j F(Ti,S_Ti,j) 
0.524752 91.602638 53 0.000000
0.534653 117.791428 23 21.635021
0.544554 115.788361 45 0.000000
0.554455 109.576187 7 8.655478
0.564356 107.817848 54 0.000000
0.574257 144.643295 24 49.082996
0.584158 132.601212 15 36.955383
0.594059 62.670650 60 0.000000
0.603960 107.492584 60 0.000000
0.613861 87.865395 58 0.000000
0.623762 119.515564 35 21.847485
0.633663 86.610291 64 0.000000
0.643564 122.893555 36 25.416342
0.653465 97.775681 63 0.000000
0.663366 143.249985 34 46.856941
0.673267 107.793732 68 0.000000
0.683168 110.316559 49 0.000000
0.693069 127.301521 37 30.258284
0.702970 125.961823 43 0.000000
0.712871 136.084015 17 38.857334
0.722772 147.242310 42 0.000000
0.732673 119.579475 59 0.000000
0.742574 93.165985 74 0.000000
0.752475 141.195023 16 43.363903
0.762376 124.072998 19 26.160036
0.772277 104.377388 39 0.296273
0.782178 100.648361 68 0.000000
0.792079 98.666405 80 0.000000
0.801980 150.511749 52 0.000000
0.811881 103.073494 37 0.459100
0.821782 100.277664 81 0.000000
0.831683 109.187675 65 0.000000
0.841584 110.018288 21 12.014400
0.851485 133.298508 10 34.795544
0.861386 92.946175 87 0.000000
0.871287 93.965942 88 0.000000
0.881188 92.192497 89 0.000000
0.891089 122.917786 39 23.729826
0.900990 130.040466 5 0.000000
0.910891 86.763680 79 0.000000
0.920792 137.601883 46 0.000000
0.930693 129.781754 40 30.127737
0.940594 78.295387 95 0.000000
0.950495 142.574524 30 42.811283
0.960396 175.517700 12 75.483917
0.970297 93.681221 89 0.000000
0.980198 98.071442 95 0.000000
0.990099 130.578781 39 30.675179
0.000000 100.000000 0 7.625976
0.009901 96.174095 1 5.534725
0.019802 95.102890 2 4.604578
0.029703 100.472870 3 8.474007
0.039604 105.388985 4 9.934286
0.049505 101.323189 5 8.678368
0.059406 103.871368 6 10.147437
0.069307 103.568855 7 10.452001
0.079208 102.662941 8 9.362068
0.089109 114.300453 7 7.212236
0.099010 102.741943 10 9.022664
0.108911 112.167656 9 11.437038
0.118812 100.374474 12 6.153832
0.128713 102.604919 13 8.319939
0.138614 102.527023 14 8.105493
0.148515 114.558678 10 21.890944
0.158416 103.064964 16 7.372148
0.168317 124.965820 4 2.384766
0.178218 105.541374 18 10.012553
0.188119 112.922867 13 19.783247
0.198020 103.665642 18 7.457554
0.207921 118.387085 9 6.198725
0.217822 120.384201 13 27.833782
0.227723 91.958260 23 0.627328
0.237624 100.988129 24 3.871424
0.247525 107.172768 25 9.794803
0.257426 107.120499 26 9.130459
0.267327 102.545441 27 4.336430
0.277228 104.014641 28 5.216996
0.287129 93.201126 29 0.417377
0.297030 99.444366 30 1.530733
0.306931 100.221275 31 1.605129
0.316832 112.838882 21 17.797169
0.326733 96.877563 33 0.223288
0.336634 81.886513 34 0.000000
0.346535 108.037422 35 6.003834
0.356436 108.268974 36 5.595489
0.366337 116.131767 4 4.402183
0.376238 105.220245 37 1.402947
0.386139 95.159828 39 0.000000
0.396040 105.804367 40 0.025563
0.405941 101.798653 41 0.000000
0.415842 105.117958 39 0.314553
0.425743 149.365570 16 55.245510
0.435644 114.219200 10 19.778872
0.445545 102.293785 38 0.183262
0.455446 100.232925 44 0.000000
